rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
viota_trap,"Traps on viota.m are always reported with a vstart of 0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify viota traps are reported with vstart=0,Need coverpoint to verify viota traps are reported with vstart=0,,,,,,,,,,,,,,,,,,,,,,,,,,
viota_vstart_n0_ill,An illegal-instruction exception is raised if vstart is non-zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify viota raises illegal-instruction when vstart != 0,Need coverpoint to verify viota raises illegal-instruction when vstart != 0,,,,,,,,,,,,,,,,,,,,,,,,,,
viota_vreg_constr,"The destination register group cannot overlap the source register and, if masked, cannot overlap the mask register (v0).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify viota destination cannot overlap source or mask v0,Need coverpoint to verify viota destination cannot overlap source or mask v0,,,,,,,,,,,,,,,,,,,,,,,,,,
vid_op,"The vid.v instruction writes each element's index to the destination vector register group, from 0 to vl-1. ||| The instruction can be masked.  Masking does not change the index value written to active elements. ||| The result value is zero-extended to fill the destination element if SEW is wider than the result. ||| If the result value would overflow the destination SEW, the least-significant SEW bits are retained.",cp_masking_edges,Edge coverpoint cp_masking_edges on [vid.v] tests vid_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The cp_masking_edges coverpoint exercises the vid operation with various masking patterns, verifying the operation produces correct results (checked against Sail reference model) under different active/inactive element configurations.",Only masking-edge coverage; no data-edge coverpoints testing boundary input values; operation correctness tested only indirectly through masking patterns,,,,,,,,,,,,,,,,,,,,,,,,,,
vid_vs2_nv0_rsv,"The vs2 field of the instruction must be set to v0, otherwise the encoding is reserved.",cp_ssstrictv_vid_vs2_not_v0_reserved,"Directly tests that vid.v traps when vs2 is not v0, verifying the reserved encoding requirement",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule requires that vs2 must be v0 for vid.v, otherwise the encoding is reserved. The coverpoint cp_ssstrictv_vid_vs2_not_v0_reserved directly tests that vid.v traps when vs2 is not v0, which fully verifies the reserved encoding requirement.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-x-s_ignoreLMUL,The instructions ignore LMUL and vector register groups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify vmv.x.s ignores LMUL setting,Need coverpoint to verify vmv.x.s ignores LMUL setting,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-s-x_ignoreLMUL,The instructions ignore LMUL and vector register groups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify vmv.s.x ignores LMUL setting,Need coverpoint to verify vmv.s.x ignores LMUL setting,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-x-s_op,"The vmv.x.s instruction copies a single SEW-wide element from index 0 of the source vector register to a destination integer register.  If SEW &gt; XLEN, the least-significant XLEN bits are transferred and the upper SEW-XLEN bits are ignored.  If SEW &lt; XLEN, the value is sign-extended to XLEN bits.",cp_rd,"cp_rd exercises different rd register values for vmv.x.s, partially covering the rule that vmv.x.s copies a SEW-wide element to a destination integer register x[rd].",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"cp_rd only tests different destination register selections, which partially covers the 'copies to a destination integer register' aspect. However, the rule has three distinct behavioral aspects: (1) basic copy of SEW-wide element from index 0, (2) SEW > XLEN truncation to least-significant XLEN bits, and (3) SEW < XLEN sign-extension to XLEN bits. None of these data-dependent behaviors are covered.","No coverpoint testing that the value comes from index 0 of the source vector register; No coverpoint testing SEW > XLEN behavior (least-significant XLEN bits transferred, upper bits ignored); No coverpoint testing SEW < XLEN behavior (sign-extension to XLEN bits); No coverpoint testing basic SEW == XLEN copy correctness",,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-x-s_vstart_ge_vl,vmv.x.s performs its operation even if vstart {ge} vl or vl=0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify vmv.x.s operates even when vstart >= vl or vl=0,Need coverpoint to verify vmv.x.s operates even when vstart >= vl or vl=0,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-x-s_vl0,vmv.x.s performs its operation even if vstart {ge} vl or vl=0.,cp_rd,"cp_rd exercises different rd destinations for vmv.x.s, partially covering the rule that vmv.x.s performs its operation even if vl=0.",cp_vl_0,cp_vl_0 applied to vmv.x.s verifies it still performs its operation (copies vs2[0] to x[rd]) even when vl=0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"cp_vl_0 covers the vl=0 case and cp_rd covers different rd destinations, but neither coverpoint tests the 'vstart >= vl' condition mentioned in the spec text. The rule specifies two distinct conditions under which vmv.x.s must still operate: (1) vstart >= vl, and (2) vl=0. Only condition (2) is covered.",No coverpoint tests vmv.x.s behavior when vstart >= vl (with vl > 0),,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-s-x_op,"The vmv.s.x instruction copies the scalar integer register to element 0 of the destination vector register.  If SEW &lt; XLEN, the least-significant bits are copied and the upper XLEN-SEW bits are ignored.  If SEW &gt; XLEN, the value is sign-extended to SEW bits.  The other elements in the destination vector register ( 0 &lt; index &lt; VLEN/SEW) are treated as tail elements using the current tail agnostic/undisturbed policy.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vmv.s.x] tests vmv-s-x_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_rs1_edges) test vmv-s-x operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-s-x_vstart_ge_vl,"If vstart {ge} vl, no operation is performed and the destination register is not updated.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vmv.s.x performs no operation and leaves the destination unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the boundary case where vstart=0 and vl=0. The normative rule covers all cases where vstart >= vl, including cases where both are nonzero (e.g., vstart=5, vl=3) and where vstart equals vl at nonzero values (e.g., vstart=4, vl=4).","Missing test where vstart > vl with both nonzero (e.g., vstart=5, vl=3); Missing test where vstart = vl with both nonzero (e.g., vstart=4, vl=4)",,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-s-x_masked_rsv,The encodings corresponding to the masked versions (vm=0) of vmv.x.s and vmv.s.x are reserved.,cp_ssstrictv_vmv_xs_sx_vm0_reserved,Coverpoint directly tests that vmv.s.x with vm=0 (masked encoding) is treated as reserved and causes a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests vmv.s.x with vm=0, but the normative rule covers both vmv.x.s and vmv.s.x with vm=0 being reserved. The vmv.x.s masked encoding is not covered.",Missing coverpoint for vmv.x.s with vm=0 (masked encoding) being reserved and causing a trap,,,,,,,,,,,,,,,,,,,,,,,,,,
vmv-x-s_masked_rsv,The encodings corresponding to the masked versions (vm=0) of vmv.x.s and vmv.s.x are reserved.,cp_ssstrictv_vmv_xs_sx_vm0_reserved,Coverpoint directly tests that vmv.x.s with vm=0 (masked encoding) is treated as reserved and causes a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests vmv.x.s with vm=0. The normative rule also covers vmv.s.x with vm=0 as reserved, which is not tested by the listed coverpoint.",vmv.s.x with vm=0 (masked encoding) treated as reserved and causing a trap,,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-f-s_ignoreLMUL,The instructions ignore LMUL and vector register groups.,cp_custom_fmv_fs_vs2_all_lmul,"Coverpoint crosses all 32 vs2 registers with all 7 LMUL settings for vfmv.f.s, directly verifying that the instruction ignores LMUL and vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoint cp_custom_fmv_fs_vs2_all_lmul crosses all 32 vs2 registers with all 7 LMUL settings for vfmv.f.s, directly verifying that the instruction operates correctly regardless of LMUL setting and vector register grouping. This fully covers the normative rule that the instruction ignores LMUL and vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-s-f_ignoreLMUL,The instructions ignore LMUL and vector register groups.,cp_custom_fmv_sf_vd_all_lmul,"Coverpoint crosses all 32 vd registers with all 7 LMUL settings for vfmv.s.f, directly verifying that the instruction ignores LMUL and vector register groups.",cp_custom_fmv_fs_vs2_all_lmul,"Coverpoint crosses all 32 vs2 registers with all 7 LMUL settings for vfmv.s.f, directly verifying that the instruction ignores LMUL and vector register groups.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that vfmv.s.f ignores LMUL and vector register groups. The two coverpoints together cross all 32 vd registers and all 32 vs2 registers with all 7 LMUL settings, verifying that the instruction operates correctly regardless of LMUL for both the destination and source vector registers. This fully covers the rule's requirement that LMUL is ignored.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-f-s_op,The vfmv.f.s instruction copies a single SEW-wide element from index 0 of the source vector register to a destination scalar floating-point register.,cp_fd,"cp_fd exercises the destination scalar floating-point register (fd) for vfmv.f.s, covering the 'copies to a destination scalar floating-point register' aspect of this rule by testing all f0-f31 destinations with floating-point edge values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"cp_fd covers the destination scalar floating-point register aspect, but the rule also specifies that the element is copied from index 0 of the source vector register and that the element is SEW-wide. There is no coverpoint verifying that the source is specifically element 0 (vs other elements), no coverpoint exercising the source vector register (vs2) across all v0-v31, and no coverpoint verifying correct behavior across different SEW widths.",No coverpoint verifying the element is read from index 0 of the source vector register; No coverpoint exercising different source vector registers (vs2); No coverpoint verifying SEW-width dependence of the copied element,,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-s-f_op,The vfmv.s.f instruction copies the scalar floating-point register to element 0 of the destination vector register.  The other elements in the destination vector register ( 0 &lt; index &lt; VLEN/SEW) are treated as tail elements using the current tail agnostic/undisturbed policy.,cp_custom_vfp_register_state_mstatus_dirty,"The coverpoint uses a vfmove instruction to set a floating-point register value, which likely exercises vfmv.s.f (scalar FP to vector element 0), partially covering the operational behavior of this instruction.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The paired coverpoint only exercises vfmv.s.f indirectly as a setup step to check mstatus dirty bit behavior, not to verify the instruction's core semantics. It does not verify that the scalar FP value is correctly copied to element 0, nor does it verify the tail policy behavior for elements 1 through VLEN/SEW-1.",No coverpoint verifies that the scalar FP register value is correctly copied to element 0 of the destination vector register; No coverpoint verifies that elements 1 through VLEN/SEW-1 are treated as tail elements under the current tail agnostic/undisturbed policy,,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-s-f_vstart_ge_vl,"If vstart {ge} vl, no operation is performed and the destination register is not updated.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vfmv.s.f performs no operation and leaves the destination unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint cp_vl_0 only tests the case where vstart=0 and vl=0. The normative rule covers ALL cases where vstart >= vl, which includes cases where both are nonzero (e.g., vstart=3, vl=2 or vstart=5, vl=5). Only the boundary case of both being zero is tested.","Missing test where vstart > 0 and vl > 0 with vstart > vl (e.g., vstart=3, vl=2); Missing test where vstart = vl with both nonzero (e.g., vstart=4, vl=4)",,,,,,,,,,,,,,,,,,,,,,,,,,
vfmv-s-f_masked_rsv,The encodings corresponding to the masked versions (vm=0) of vfmv.f.s and vfmv.s.f are reserved.,cp_ssstrictv_vfmv_fs_sf_vm0_reserved,"Directly tests that vfmv.f.s and vfmv.s.f with vm=0 (masked encoding) are treated as reserved by confirming they trap, which is the expected behavior when Ssstrictv is enabled for reserved encodings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that masked versions (vm=0) of vfmv.f.s and vfmv.s.f are reserved. The coverpoint cp_ssstrictv_vfmv_fs_sf_vm0_reserved directly tests both instructions with vm=0 encoding and confirms they trap as expected under Ssstrictv, which is the correct behavior for reserved encodings. Both instructions mentioned in the rule are covered.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vslideup_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vslideup leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the specific case where vl=0 and vstart=0 (so vstart >= vl holds trivially). However, the normative rule applies to any case where vstart >= vl, not just when both are zero. Missing cases include: vstart > 0 with vl > 0 where vstart >= vl, and vstart > 0 with vl = 0.","vstart > 0 with vstart >= vl (e.g., vstart=2, vl=1); vstart > 0 with vl = 0; verification that destination register is truly unchanged (not just that no operation occurs)",,,,,,,,,,,,,,,,,,,,,,,,,,
vslidedown_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vslidedown leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the boundary case where vl=0 and vstart=0 (0 >= 0). The normative rule covers all cases where vstart >= vl, which includes cases where both are non-zero (e.g., vstart=3, vl=2) and cases where vstart > vl (strict greater than). Additionally, the rule applies to vslidedown but the coverpoint doesn't verify that the destination register is truly unchanged.","Missing test where vstart > 0 and vl > 0 with vstart >= vl (e.g., vstart=4, vl=3); Missing test where vstart strictly greater than vl (not just equal); Missing verification that destination vector register contents are preserved unchanged",,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1up_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vslide1up leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the specific case where vl=0 and vstart=0 (0 >= 0). The normative rule covers all cases where vstart >= vl, which includes cases where both are non-zero (e.g., vstart=3, vl=2) and cases where vstart > vl (not just equal). Additionally, the rule applies to vslide1up, vslide1down, vfslide1up, vfslide1down, vslideup, and vslidedown, but the coverpoint only mentions vslide1up.","Missing test where vstart > 0 and vl > 0 with vstart >= vl (e.g., vstart=5, vl=3); Missing test where vstart > vl (strict greater than, not just equal); Only tests vslide1up but the rule also applies to vslide1down, vfslide1up, vfslide1down, vslideup, and vslidedown",,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1down_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vslide1down leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the boundary case where vl=0 and vstart=0 (0 >= 0). The normative rule covers all cases where vstart >= vl, which includes cases where both are non-zero (e.g., vstart=3, vl=2) and cases where vstart > vl (not just equal). Additionally, the rule applies to vslideup, vslidedown, vslide1up, vfslide1up, vslide1down, and vfslide1down, but this coverpoint only tests vslide1down.","No test where vstart > 0 and vl > 0 with vstart >= vl (e.g., vstart=5, vl=3); No test where vstart > vl (strict inequality); Only tests vslide1down but the rule also applies to vslideup, vslidedown, vslide1up, vfslide1up, and vfslide1down",,,,,,,,,,,,,,,,,,,,,,,,,,
vfslide1up_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vfslide1up leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the boundary case where vl=0 and vstart=0 (0 >= 0). The normative rule covers all cases where vstart >= vl, which includes cases where both are non-zero (e.g., vstart=3, vl=2) and cases where vstart > vl (strict greater than). Only the equality edge case at zero is tested.","Missing test where vstart > vl with non-zero values (e.g., vstart=5, vl=3); Missing test where vstart = vl with non-zero values (e.g., vstart=4, vl=4); Missing verification that destination register is truly unchanged (pre-load destination and confirm no modification)",,,,,,,,,,,,,,,,,,,,,,,,,,
vfslide1down_vstart_ge_vl,"For all of the vslideup, vslidedown, v[f]slide1up, and v[f]slide1down instructions, if vstart {ge} vl, the instruction performs no operation and leaves the destination vector register unchanged.",cp_vl_0,"cp_vl_0 with vl=0 means vstart(0) >= vl(0), so vfslide1down leaves the destination vector register unchanged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint only tests the boundary case where vl=0 and vstart=0 (0 >= 0). The normative rule covers all cases where vstart >= vl, which includes cases where both are non-zero (e.g., vstart=5, vl=3) and cases where vstart > vl (not just equal). The rule applies to the general condition vstart >= vl, but only the degenerate vl=0 case is tested.","Missing test where vstart > 0 and vl > 0 with vstart >= vl (e.g., vstart=5, vl=3); Missing test where vstart > vl (strict greater than, not just equal); Missing verification that destination register is truly unchanged (not just no-op with vl=0)",,,,,,,,,,,,,,,,,,,,,,,,,,
vslideup_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vslideup instructions,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vslidedown_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vslidedown instructions,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1up_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vslide1up.vx,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1down_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vslide1down.vx,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vfslide1up_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vfslide1up.vf,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vfslide1down_mask,"The slide instructions may be masked, with mask element i controlling whether destination element i is written.  The mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Slide masking tested by cp_masking_edges on vfslide1down.vf,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vslideup_op,"For vslideup, the value in vl specifies the maximum number of destination elements that are written.  The start index (OFFSET) for the destination can be either specified using an unsigned integer in the x register specified by rs1, or a 5-bit immediate, zero-extended to XLEN bits. If XLEN &gt; SEW, OFFSET is not truncated to SEW bits. Destination elements OFFSET through vl-1 are written if unmasked and if OFFSET &lt; vl.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vslideup.vx] tests vslideup_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vslideup.vi, vslideup.vx] tests vslideup_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_imm_edges,Edge coverpoint cr_vs2_imm_edges on [vslideup.vi] tests vslideup_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vslideup.vx] tests vslideup_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_rs1_edges, cp_vs2_edges, cr_vs2_imm_edges, cr_vs2_rs1_edges) test vslideup operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vslideup_vreg_constr,"The destination vector register group for vslideup cannot overlap the source vector register group, otherwise the instruction encoding is reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify vslideup destination cannot overlap source,Need coverpoint to verify vslideup destination cannot overlap source,,,,,,,,,,,,,,,,,,,,,,,,,,
vslidedown_op,"For vslidedown, the value in vl specifies the maximum number of destination elements that are written.  The remaining elements past vl are handled according to the current tail policy (&lt;&lt;sec-agnostic&gt;&gt;). ||| The start index (OFFSET) for the source can be either specified using an unsigned integer in the x register specified by rs1, or a 5-bit immediate, zero-extended to XLEN bits. If XLEN &gt; SEW, OFFSET is not truncated to SEW bits.",cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vslidedown.vx] tests vslidedown_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vslidedown.vi, vslidedown.vx] tests vslidedown_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_imm_edges,Edge coverpoint cr_vs2_imm_edges on [vslidedown.vi] tests vslidedown_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vslidedown.vx] tests vslidedown_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_rs1_edges, cp_vs2_edges, cr_vs2_imm_edges, cr_vs2_rs1_edges) test vslidedown operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1up-vx_op,"The vslide1up instruction places the x register argument at location 0 of the destination vector register group, provided that element 0 is active, otherwise the destination element update follows the current mask agnostic/undisturbed policy.  If XLEN &lt; SEW, the value is sign-extended to SEW bits.  If XLEN &gt; SEW, the least-significant bits are copied over and the high XLEN-SEW bits are ignored. ||| The remaining active vl-1 elements are copied over from index i in the source vector register group to index i+1 in the destination vector register group. ||| The vl register specifies the maximum number of destination vector register elements updated with source values, and remaining elements past vl are handled according to the current tail policy (&lt;&lt;sec-agnostic&gt;&gt;).",cp_fs1_edges,Edge coverpoint cp_fs1_edges on [vfslide1up.vf] tests vslide1up-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vslide1up.vx] tests vslide1up-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vfslide1up.vf, vslide1up.vx] tests vslide1up-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_fs1_edges,Edge coverpoint cr_vs2_fs1_edges on [vfslide1up.vf] tests vslide1up-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vslide1up.vx] tests vslide1up-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_fs1_edges, cp_rs1_edges, cp_vs2_edges, cr_vs2_fs1_edges, cr_vs2_rs1_edges) test vslide1up-vx operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
